0 0 0
55.396 34.504 327.46
212.54 34.504 124.6
32.54 34.504 304.6
235.4 34.504 147.46
327.46 34.504 55.396
124.6 34.504 212.54
304.6 34.504 32.54
147.46 34.504 235.4
49.511 17.81 321.79
206.75 49.226 118.48
26.923 17.131 299.2
229.96 51.054 141.69
294.59 38.542 76.891
145.15 38.114 180.48
271.68 37.117 53.983
168.08 39.574 203.41
61.52 49.226 333.25
218.21 17.81 130.49
38.31 51.054 310.04
240.8 17.131 153.08
359.52 38.114 34.851
103.11 38.542 245.41
336.59 39.574 11.921
126.02 37.117 268.32
60.799 17.131 333.08
218.31 51.054 130.04
38.212 17.81 310.49
241.52 49.226 153.25
306.02 37.117 88.319
156.59 39.574 191.92
283.11 38.542 65.412
179.52 38.114 214.85
49.959 51.054 321.69
206.92 17.131 119.2
26.748 49.226 298.48
229.51 17.81 141.79
348.08 39.574 23.412
91.681 37.117 233.98
325.15 38.114 0.48268
114.59 38.542 256.89
76.891 38.542 294.59
180.48 38.114 145.15
53.983 37.117 271.68
203.41 39.574 168.08
321.79 17.81 49.511
118.48 49.226 206.75
299.2 17.131 26.923
141.69 51.054 229.96
34.851 38.114 359.52
245.41 38.542 103.11
11.921 39.574 336.59
268.32 37.117 126.02
333.25 49.226 61.52
130.49 17.81 218.21
310.04 51.054 38.31
153.08 17.131 240.8
88.319 37.117 306.02
191.92 39.574 156.59
65.412 38.542 283.11
214.85 38.114 179.52
333.08 17.131 60.799
130.04 51.054 218.31
310.49 17.81 38.212
153.25 49.226 241.52
23.412 39.574 348.08
233.98 37.117 91.681
0.48268 38.114 325.15
256.89 38.542 114.59
321.69 51.054 49.959
119.2 17.131 206.92
298.48 49.226 26.748
141.79 17.81 229.51
46.649 8.9781 318.98
24.129 8.4645 296.46
227.18 58.752 138.71
281.15 43.004 84.619
152.15 41.888 167.64
258.18 40.656 61.654
175.15 44.298 190.63
58.431 42.149 330.34
215.39 26.358 127.58
35.397 42.941 307.31
238.09 25.857 150.28
344.36 35.466 44.228
113.15 35.562 229.68
321.48 36.142 21.349
136.02 34.896 252.55
57.91 8.72 330.24
215.41 58.235 126.94
35.387 8.8918 307.72
292.65 41.822 96.116
163.6 43.892 179.09
269.62 42.608 73.091
186.66 43.085 202.14
46.93 43.339 318.84
204.07 25.112 116.25
23.957 40.975 295.87
226.75 26.61 138.93
332.93 36.482 32.799
101.77 33.907 218.3
310.09 34.462 9.9632
124.6 35.896 241.13
81.219 31.379 284.48
182.11 44.555 137.57
58.47 29.625 261.73
205.16 47.099 160.63
291.9 19.661 73.751
269.31 18.545 51.153
148.41 52.161 217.43
25.069 31.517 3.4195
237.74 45.717 104.9
2.2696 32.123 340.62
260.85 44.881 128.01
320.65 50.306 68.397
153.79 20.089 189.24
297.39 51.229 45.14
176.41 19.705 211.86
92.601 30.497 295.86
193.58 46.67 149.05
69.821 31.083 273.08
216.71 45.818 172.18
303.21 19.1 85.053
136.75 51.692 205.77
280.6 19.473 62.443
160.02 50.762 229.04
13.678 32.427 352.03
226.28 43.639 93.44
350.91 30.618 329.26
249.31 46.138 116.48
309.04 51.694 56.791
142.5 19.132 177.95
165.11 20.283 200.55
52.423 26.358 324.61
209.66 42.149 121.57
29.721 25.857 301.91
232.69 42.941 144.6
310.32 35.562 66.847
135.77 35.466 195.64
287.45 34.896 43.98
158.65 36.142 218.52
221.02 8.9781 133.35
41.289 58.752 312.82
243.54 8.4645 155.87
12.362 41.888 27.848
95.381 43.004 258.85
349.37 44.298 4.8549
118.35 40.656 281.82
63.746 25.112 335.93
221.16 43.339 133.07
41.066 26.61 313.25
244.13 40.975 156.04
321.7 33.907 78.228
147.2 36.482 207.07
298.87 35.896 55.403
170.04 34.462 229.91
53.055 58.235 324.59
209.76 8.72 122.09
232.28 8.8918 144.61
0.91348 43.892 16.4
83.884 41.822 247.35
337.86 43.085 353.34
106.91 42.608 270.38
75.095 45.717 302.26
176.58 31.517 154.93
51.991 44.881 279.15
199.38 32.123 177.73
350.76 20.089 26.207
111.6 50.306 219.35
328.14 19.705 3.5895
134.86 51.229 242.61
42.425 44.555 357.89
255.52 31.379 98.781
19.368 47.099 334.84
278.27 29.625 121.53
106.25 19.661 248.1
322.57 52.161 31.593
128.85 18.545 270.69
86.56 43.639 313.72
187.97 32.427 166.32
63.525 46.138 290.69
210.74 30.618 189.09
2.0526 19.132 37.499
123.21 51.694 230.96
339.45 20.283 14.895
30.952 46.67 346.42
244.14 30.497 87.399
7.8222 45.818 323.29
266.92 31.083 110.18
334.23 51.692 43.251
94.947 19.1 236.79
310.96 50.762 19.981
117.56 19.473 259.4
52.28 8.8918 324.61
29.757 8.72 302.09
233.06 58.235 144.59
286.91 42.608 90.379
157.86 43.085 173.34
263.88 41.822 67.354
180.91 43.892 196.4
64.132 40.975 336.04
221.07 26.61 133.25
41.159 43.339 313.07
243.75 25.112 155.93
350.04 34.462 49.907
118.87 35.896 235.4
327.2 36.482 27.071
141.7 33.907 258.23
63.538 8.4645 335.87
221.29 58.752 132.82
41.018 8.9781 313.35
298.35 40.656 101.82
169.37 44.298 184.85
275.38 43.004 78.851
192.36 41.888 207.85
52.692 42.941 324.6
209.72 25.857 121.91
29.658 42.149 301.57
232.42 26.358 144.61
338.65 36.142 38.522
107.45 34.896 223.98
315.77 35.466 15.643
130.32 35.562 246.85
86.916 31.083 290.18
187.82 45.818 143.29
64.136 30.497 267.4
210.95 46.67 166.42
297.56 19.473 79.404
130.96 50.762 199.98
274.95 19.1 56.794
154.23 51.692 223.25
30.738 30.618 9.0876
243.52 46.138 110.69
7.9717 32.427 346.32
266.56 43.639 133.72
159.45 20.283 194.89
303.21 51.694 50.96
182.05 19.132 217.5
98.267 29.625 301.53
199.37 47.099 154.84
75.518 31.379 278.78
222.43 44.555 177.89
308.85 18.545 90.694
142.57 52.161 211.59
286.25 19.661 68.096
19.38 32.123 357.73
231.99 44.881 99.151
356.58 31.517 334.93
255.1 45.717 122.26
314.86 51.229 62.611
148.14 19.705 183.59
291.6 50.306 39.354
170.76 20.089 206.21
46.746 26.61 318.93
203.96 40.975 115.87
24.067 25.112 296.25
226.93 43.339 138.84
304.6 35.896 61.127
130.09 34.462 189.96
281.77 33.907 38.302
152.93 36.482 212.8
215.39 8.8918 127.72
35.414 58.235 306.94
237.91 8.72 150.24
6.6574 43.085 22.144
89.621 42.608 253.09
343.6 43.892 359.09
112.65 41.822 276.12
58.091 25.857 330.28
215.4 42.941 127.31
35.389 26.358 307.58
238.43 42.149 150.34
316.02 34.896 72.55
141.48 36.142 201.35
293.15 35.562 49.683
164.36 35.466 224.23
47.18 58.752 318.71
204.13 8.4645 116.46
226.65 8.9781 138.98
355.15 44.298 10.632
78.184 40.656 241.65
332.15 41.888 347.64
101.15 43.004 264.62
69.315 46.138 296.48
170.91 30.618 149.26
46.28 43.639 273.44
193.68 32.427 172.03
345.11 20.283 20.552
322.5 19.132 357.95
129.04 51.694 236.79
36.711 45.818 352.18
249.82 31.083 93.084
13.581 46.67 329.05
272.6 30.497 115.86
340.02 50.762 49.04
100.6 19.473 242.44
316.75 51.692 25.77
123.21 19.1 265.05
80.849 44.881 308.01
182.27 32.123 160.62
57.745 45.717 284.9
205.07 31.517 183.42
356.41 19.705 31.857
117.39 51.229 225.14
333.79 20.089 9.2396
140.65 50.306 248.4
25.165 47.099 340.63
238.47 29.625 81.733
2.1077 44.555 317.57
261.22 31.379 104.48
328.41 52.161 37.428
89.306 18.545 231.15
111.9 19.661 253.75
73.751 19.661 291.9
51.153 18.545 269.31
217.43 52.161 148.41
284.48 31.379 81.219
137.57 44.555 182.11
261.73 29.625 58.47
160.63 47.099 205.16
68.397 50.306 320.65
189.24 20.089 153.79
45.14 51.229 297.39
211.86 19.705 176.41
3.4195 31.517 25.069
104.9 45.717 237.74
340.62 32.123 2.2696
128.01 44.881 260.85
85.053 19.1 303.21
205.77 51.692 136.75
62.443 19.473 280.6
229.04 50.762 160.02
295.86 30.497 92.601
149.05 46.67 193.58
273.08 31.083 69.821
172.18 45.818 216.71
56.791 51.694 309.04
177.95 19.132 142.5
200.55 20.283 165.11
352.03 32.427 13.678
93.44 43.639 226.28
329.26 30.618 350.91
116.48 46.138 249.31
84.619 43.004 281.15
167.64 41.888 152.15
61.654 40.656 258.18
190.63 44.298 175.15
318.98 8.9781 46.649
296.46 8.4645 24.129
138.71 58.752 227.18
44.228 35.466 344.36
229.68 35.562 113.15
21.349 36.142 321.48
252.55 34.896 136.02
330.34 42.149 58.431
127.58 26.358 215.39
307.31 42.941 35.397
150.28 25.857 238.09
96.116 41.822 292.65
179.09 43.892 163.6
73.091 42.608 269.62
202.14 43.085 186.66
330.24 8.72 57.91
126.94 58.235 215.41
307.72 8.8918 35.387
32.799 36.482 332.93
218.3 33.907 101.77
9.9632 34.462 310.09
241.13 35.896 124.6
318.84 43.339 46.93
116.25 25.112 204.07
295.87 40.975 23.957
138.93 26.61 226.75
26.207 20.089 350.76
219.35 50.306 111.6
3.5895 19.705 328.14
242.61 51.229 134.86
302.26 45.717 75.095
154.93 31.517 176.58
279.15 44.881 51.991
177.73 32.123 199.38
248.1 19.661 106.25
31.593 52.161 322.57
270.69 18.545 128.85
357.89 44.555 42.425
98.781 31.379 255.52
334.84 47.099 19.368
121.53 29.625 278.27
37.499 19.132 2.0526
230.96 51.694 123.21
14.895 20.283 339.45
313.72 43.639 86.56
166.32 32.427 187.97
290.69 46.138 63.525
189.09 30.618 210.74
43.251 51.692 334.23
236.79 19.1 94.947
19.981 50.762 310.96
259.4 19.473 117.56
346.42 46.67 30.952
87.399 30.497 244.14
323.29 45.818 7.8222
110.18 31.083 266.92
66.847 35.562 310.32
195.64 35.466 135.77
43.98 34.896 287.45
218.52 36.142 158.65
324.61 26.358 52.423
121.57 42.149 209.66
301.91 25.857 29.721
144.6 42.941 232.69
27.848 41.888 12.362
258.85 43.004 95.381
4.8549 44.298 349.37
281.82 40.656 118.35
133.35 8.9781 221.02
312.82 58.752 41.289
155.87 8.4645 243.54
78.228 33.907 321.7
207.07 36.482 147.2
55.403 35.896 298.87
229.91 34.462 170.04
335.93 25.112 63.746
133.07 43.339 221.16
313.25 26.61 41.066
156.04 40.975 244.13
16.4 43.892 0.91348
247.35 41.822 83.884
353.34 43.085 337.86
270.38 42.608 106.91
324.59 58.235 53.055
122.09 8.72 209.76
144.61 8.8918 232.28
79.404 19.473 297.56
199.98 50.762 130.96
56.794 19.1 274.95
223.25 51.692 154.23
290.18 31.083 86.916
143.29 45.818 187.82
267.4 30.497 64.136
166.42 46.67 210.95
194.89 20.283 159.45
50.96 51.694 303.21
217.5 19.132 182.05
9.0876 30.618 30.738
110.69 46.138 243.52
346.32 32.427 7.9717
133.72 43.639 266.56
90.694 18.545 308.85
211.59 52.161 142.57
68.096 19.661 286.25
301.53 29.625 98.267
154.84 47.099 199.37
278.78 31.379 75.518
177.89 44.555 222.43
62.611 51.229 314.86
183.59 19.705 148.14
39.354 50.306 291.6
206.21 20.089 170.76
357.73 32.123 19.38
99.151 44.881 231.99
334.93 31.517 356.58
122.26 45.717 255.1
90.379 42.608 286.91
173.34 43.085 157.86
67.354 41.822 263.88
196.4 43.892 180.91
324.61 8.8918 52.28
302.09 8.72 29.757
144.59 58.235 233.06
49.907 34.462 350.04
235.4 35.896 118.87
27.071 36.482 327.2
258.23 33.907 141.7
336.04 40.975 64.132
133.25 26.61 221.07
313.07 43.339 41.159
155.93 25.112 243.75
101.82 40.656 298.35
184.85 44.298 169.37
78.851 43.004 275.38
207.85 41.888 192.36
335.87 8.4645 63.538
132.82 58.752 221.29
313.35 8.9781 41.018
38.522 36.142 338.65
223.98 34.896 107.45
15.643 35.466 315.77
246.85 35.562 130.32
324.6 42.941 52.692
121.91 25.857 209.72
301.57 42.149 29.658
144.61 26.358 232.42
20.552 20.283 345.11
357.95 19.132 322.5
236.79 51.694 129.04
296.48 46.138 69.315
